Hello
resnet
2018-09-07 21:33:43.829581: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
2018-09-07 21:33:43.829662: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
2018-09-07 21:33:43.829684: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
2018-09-07 21:33:43.829697: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
2018-09-07 21:33:43.829711: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
2018-09-07 21:33:44.126887: I tensorflow/core/common_runtime/gpu/gpu_device.cc:955] Found device 0 with properties: 
name: GeForce GTX 1080 Ti
major: 6 minor: 1 memoryClockRate (GHz) 1.582
pciBusID 0000:03:00.0
Total memory: 10.92GiB
Free memory: 10.76GiB
2018-09-07 21:33:44.126960: I tensorflow/core/common_runtime/gpu/gpu_device.cc:976] DMA: 0 
2018-09-07 21:34:00.218853: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_4/bottleneck_v2/preact/moving_mean/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.218932: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_4/bottleneck_v2/preact/moving_mean/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.218957: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_4/bottleneck_v2/preact/gamma: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.218974: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_113: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.218988: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_4/bottleneck_v2/preact/gamma/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219002: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_4/bottleneck_v2/preact/gamma/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219017: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_4/bottleneck_v2/preact/beta: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219032: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_112: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219046: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_4/bottleneck_v2/preact/beta/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219060: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_4/bottleneck_v2/preact/beta/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219076: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv3/biases: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219091: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_94: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219104: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv3/biases/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219119: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv3/biases/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219133: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv3/weights: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219148: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_95: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219169: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv3/weights/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219188: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss: (L2Loss)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219203: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer: (Mul)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219217: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv3/weights/Initializer/truncated_normal/TruncatedNormal: (TruncatedNormal)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219232: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv3/weights/Initializer/truncated_normal/mul: (Mul)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219246: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv3/weights/Initializer/truncated_normal: (Add)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219260: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv3/weights/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219275: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/BatchNorm/moving_variance: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219297: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_92: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219313: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/BatchNorm/moving_variance/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219327: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/BatchNorm/moving_variance/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219343: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/BatchNorm/moving_mean: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219357: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_91: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219371: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/BatchNorm/moving_mean/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219385: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/BatchNorm/moving_mean/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219400: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/BatchNorm/gamma: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219415: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_90: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219429: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/BatchNorm/gamma/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219444: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/BatchNorm/gamma/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219459: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/BatchNorm/beta: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219473: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_89: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219487: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/BatchNorm/beta/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219501: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/BatchNorm/beta/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219517: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/weights: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219532: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_93: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219546: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/weights/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219560: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss: (L2Loss)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219574: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer: (Mul)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219589: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/weights/Initializer/truncated_normal/TruncatedNormal: (TruncatedNormal)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219609: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/weights/Initializer/truncated_normal/mul: (Mul)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219625: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/weights/Initializer/truncated_normal: (Add)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219640: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv2/weights/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219655: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/BatchNorm/moving_variance: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219669: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_87: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219684: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/BatchNorm/moving_variance/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219698: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/BatchNorm/moving_variance/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219713: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/BatchNorm/moving_mean: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219727: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_86: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219742: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/BatchNorm/moving_mean/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219756: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/BatchNorm/moving_mean/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219771: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/BatchNorm/gamma: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219786: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_85: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219800: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/BatchNorm/gamma/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219814: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/BatchNorm/gamma/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219829: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/BatchNorm/beta: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219843: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_84: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219863: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/BatchNorm/beta/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219879: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/BatchNorm/beta/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219894: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/weights: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219909: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_88: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219923: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/weights/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219944: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss: (L2Loss)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219960: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer: (Mul)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219975: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/weights/Initializer/truncated_normal/TruncatedNormal: (TruncatedNormal)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.219989: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/weights/Initializer/truncated_normal/mul: (Mul)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220003: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/weights/Initializer/truncated_normal: (Add)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220017: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/conv1/weights/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220032: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/preact/moving_variance: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220046: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_99: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220060: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/preact/moving_variance/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220074: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/preact/moving_variance/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220089: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/preact/moving_mean: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220103: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_98: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220117: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/preact/moving_mean/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220132: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/preact/moving_mean/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220147: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/preact/gamma: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220161: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_97: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220175: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/preact/gamma/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220189: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/preact/gamma/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220204: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/preact/beta: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220223: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_96: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220243: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/preact/beta/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220267: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_3/bottleneck_v2/preact/beta/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220285: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv3/biases: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220299: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_78: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220313: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv3/biases/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220327: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv3/biases/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220342: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv3/weights: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220356: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_79: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220370: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv3/weights/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220384: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss: (L2Loss)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220398: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer: (Mul)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220413: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv3/weights/Initializer/truncated_normal/TruncatedNormal: (TruncatedNormal)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220427: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv3/weights/Initializer/truncated_normal/mul: (Mul)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220441: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv3/weights/Initializer/truncated_normal: (Add)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220455: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv3/weights/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220469: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/BatchNorm/moving_variance: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220484: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_76: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220498: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/BatchNorm/moving_variance/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220512: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/BatchNorm/moving_variance/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220527: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/BatchNorm/moving_mean: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220541: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_75: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220555: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/BatchNorm/moving_mean/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220570: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/BatchNorm/moving_mean/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220591: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/BatchNorm/gamma: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220607: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_74: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220622: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/BatchNorm/gamma/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220636: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/BatchNorm/gamma/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220651: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/BatchNorm/beta: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220665: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_73: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220679: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/BatchNorm/beta/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220693: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/BatchNorm/beta/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220708: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/weights: (VariableV2)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220723: I tensorflow/core/common_runtime/simple_placer.cc:872] save/Assign_77: (Assign)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220737: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/weights/read: (Identity)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220751: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss: (L2Loss)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220765: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer: (Mul)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220779: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/weights/Initializer/truncated_normal/TruncatedNormal: (TruncatedNormal)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220793: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/weights/Initializer/truncated_normal/mul: (Mul)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220807: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/weights/Initializer/truncated_normal: (Add)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.220821: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block2/unit_2/bottleneck_v2/conv2/weights/Assign: (Assign)/job:localhost/replica:0/task:0/gpu:0
